image_file,width,height
data/wikiart/images/0022094.jpeg,432,600
data/wikiart/images/0050422.jpeg,748,600
data/wikiart/images/0043824.jpeg,428,600
data/wikiart/images/0018550.jpeg,413,600
data/wikiart/images/0055678.jpeg,750,565
data/wikiart/images/0048771.jpeg,382,600
data/wikiart/images/0043464.jpeg,229,600
data/wikiart/images/0060140.jpeg,351,440
data/wikiart/images/0037689.jpeg,440,600
data/wikiart/images/0004605.jpeg,750,594
data/wikiart/images/0028895.jpeg,470,600
data/wikiart/images/0038728.jpeg,750,550
data/wikiart/images/0043003.jpeg,282,600
data/wikiart/images/0039287.jpeg,737,600
data/wikiart/images/0039183.jpeg,466,600
data/wikiart/images/0041232.jpeg,750,598
data/wikiart/images/0043614.jpeg,321,476
data/wikiart/images/0011676.jpeg,415,416
data/wikiart/images/0050226.jpeg,384,600
data/wikiart/images/0034410.jpeg,313,600
data/wikiart/images/0028833.jpeg,422,600
data/wikiart/images/0051447.jpeg,750,520
data/wikiart/images/0003173.jpeg,412,600
data/deviantart/images/0011103.jpeg,600,585
data/wikiart/images/0002964.jpeg,375,600
data/wikiart/images/0044336.jpeg,473,600
data/wikiart/images/0028179.jpeg,707,600
data/wikiart/images/0034233.jpeg,420,600
data/wikiart/images/0033093.jpeg,452,600
data/wikiart/images/0018916.jpeg,481,600
data/wikiart/images/0005932.jpeg,352,600
data/deviantart/images/0014181.jpeg,512,474
data/wikiart/images/0057989.jpeg,750,516
data/wikiart/images/0007048.jpeg,750,467
data/wikiart/images/0045691.jpeg,534,600
data/deviantart/images/0007405.png,850,1100
data/wikiart/images/0058238.jpeg,387,431
data/wikiart/images/0063032.jpeg,750,526
data/wikiart/images/0025905.jpeg,750,338
data/wikiart/images/0047643.jpeg,729,600
data/wikiart/images/0047062.jpeg,750,518
data/wikiart/images/0003578.jpeg,353,600
data/wikiart/images/0017032.jpeg,640,435
data/wikiart/images/0046896.jpeg,412,600
data/wikiart/images/0036238.jpeg,422,600
data/wikiart/images/0043968.jpeg,692,600
data/wikiart/images/0007863.jpeg,715,600
data/wikiart/images/0034468.jpeg,678,600
data/wikiart/images/0044138.jpeg,750,374
data/wikiart/images/0051419.jpeg,750,498
data/wikiart/images/0051628.jpeg,750,527
data/deviantart/images/0003878.jpeg,1280,640
data/deviantart/images/0009858.png,648,359
data/wikiart/images/0015981.jpeg,750,502
data/wikiart/images/0009424.jpeg,750,502
data/deviantart/images/0010477.png,1024,1229
data/wikiart/images/0051045.jpeg,492,600
data/wikiart/images/0034494.jpeg,673,600
data/wikiart/images/0006946.jpeg,359,600
data/wikiart/images/0024018.jpeg,360,450
data/wikiart/images/0019618.jpeg,403,600
data/wikiart/images/0011560.jpeg,750,447
data/wikiart/images/0005571.jpeg,600,600
data/wikiart/images/0060947.jpeg,476,600
data/deviantart/images/0003394.jpeg,1600,840
data/deviantart/images/0001265.jpeg,600,860
data/wikiart/images/0007329.jpeg,392,600
data/wikiart/images/0062415.jpeg,750,560
data/wikiart/images/0046301.jpeg,750,551
data/deviantart/images/0007594.png,800,1280
data/wikiart/images/0053768.jpeg,395,600
data/wikiart/images/0051928.jpeg,750,419
data/wikiart/images/0053444.jpeg,750,548
data/wikiart/images/0047513.jpeg,750,503
data/wikiart/images/0000846.jpeg,738,600
data/wikiart/images/0052475.jpeg,371,600
data/wikiart/images/0007763.jpeg,750,481
data/deviantart/images/0010954.jpeg,782,782
data/wikiart/images/0045336.jpeg,473,600
data/wikiart/images/0031632.jpeg,426,600
data/wikiart/images/0048337.jpeg,750,569
data/deviantart/images/0000267.png,440,484
data/wikiart/images/0064603.jpeg,258,600
data/wikiart/images/0002993.jpeg,423,600
data/wikiart/images/0057156.jpeg,605,600
data/wikiart/images/0043863.jpeg,428,450
data/wikiart/images/0061192.jpeg,353,600
data/wikiart/images/0033375.jpeg,360,461
data/wikiart/images/0037995.jpeg,459,600
data/wikiart/images/0025866.jpeg,750,352
data/wikiart/images/0014395.jpeg,451,600
data/wikiart/images/0009025.jpeg,750,506
data/deviantart/images/0004496.png,500,800
data/wikiart/images/0050321.jpeg,534,600
data/wikiart/images/0035517.jpeg,750,589
data/wikiart/images/0007397.jpeg,369,600
data/wikiart/images/0015908.jpeg,649,528
data/wikiart/images/0028763.jpeg,572,600
data/deviantart/images/0012866.png,574,750
data/wikiart/images/0057291.jpeg,463,600
data/deviantart/images/0008622.jpeg,1024,577
data/wikiart/images/0015428.jpeg,497,493
data/deviantart/images/0004674.png,1943,1181
data/deviantart/images/0009616.png,3000,2015
data/wikiart/images/0050625.jpeg,750,510
data/wikiart/images/0034580.jpeg,750,536
data/wikiart/images/0060897.jpeg,750,444
data/deviantart/images/0006611.png,101,57
data/wikiart/images/0033228.jpeg,480,600
data/wikiart/images/0045730.jpeg,750,562
data/wikiart/images/0030458.jpeg,700,490
data/wikiart/images/0023602.jpeg,360,467
data/wikiart/images/0055711.jpeg,747,600
data/wikiart/images/0025731.jpeg,750,492
data/wikiart/images/0048797.jpeg,568,600
data/wikiart/images/0049647.jpeg,693,600
data/wikiart/images/0011538.jpeg,750,426
data/wikiart/images/0037760.jpeg,514,600
data/wikiart/images/0044466.jpeg,401,600
data/wikiart/images/0010844.jpeg,734,600
data/wikiart/images/0023715.jpeg,450,331
data/wikiart/images/0015093.jpeg,495,501
data/wikiart/images/0024192.jpeg,450,256
data/wikiart/images/0022237.jpeg,279,600
data/wikiart/images/0049661.jpeg,600,401
data/wikiart/images/0036858.jpeg,750,566
data/wikiart/images/0039578.jpeg,750,530
data/wikiart/images/0033436.jpeg,750,565
data/wikiart/images/0025844.jpeg,600,371
data/wikiart/images/0047069.jpeg,750,524
data/wikiart/images/0021034.jpeg,429,600
data/wikiart/images/0020375.jpeg,515,600
data/wikiart/images/0012272.jpeg,461,600
data/wikiart/images/0010635.jpeg,750,499
data/deviantart/images/0005321.jpeg,831,822
data/wikiart/images/0009575.jpeg,750,245
data/wikiart/images/0025410.jpeg,430,600
data/wikiart/images/0050412.jpeg,750,525
data/wikiart/images/0031390.jpeg,594,480
data/wikiart/images/0039811.jpeg,422,600
data/wikiart/images/0037003.jpeg,667,600
data/wikiart/images/0025876.jpeg,750,341
data/wikiart/images/0059743.jpeg,297,600
data/wikiart/images/0036804.jpeg,304,600
data/wikiart/images/0007346.jpeg,366,600
data/wikiart/images/0060754.jpeg,750,510
data/wikiart/images/0058801.jpeg,750,373
data/wikiart/images/0041947.jpeg,750,500
data/wikiart/images/0024519.jpeg,750,589
data/deviantart/images/0008743.jpeg,636,900
data/wikiart/images/0054077.jpeg,467,600
data/deviantart/images/0003751.png,1916,880
data/wikiart/images/0007041.jpeg,420,600
data/deviantart/images/0009414.jpeg,1280,1132
data/deviantart/images/0012472.jpeg,400,566
data/wikiart/images/0003740.jpeg,431,600
data/wikiart/images/0052162.jpeg,750,510
data/wikiart/images/0024188.jpeg,450,448
data/wikiart/images/0050967.jpeg,430,600
data/wikiart/images/0049775.jpeg,750,296
data/deviantart/images/0011252.jpeg,800,701
data/wikiart/images/0042173.jpeg,516,600
data/wikiart/images/0001555.jpeg,481,600
data/wikiart/images/0043591.jpeg,750,581
data/wikiart/images/0021824.jpeg,220,512
data/wikiart/images/0019601.jpeg,567,367
data/deviantart/images/0011031.jpeg,400,538
data/wikiart/images/0020219.jpeg,445,600
data/wikiart/images/0015231.jpeg,750,537
data/wikiart/images/0015745.jpeg,493,316
data/deviantart/images/0011594.png,512,800
data/wikiart/images/0056612.jpeg,447,600
data/wikiart/images/0008426.jpeg,501,600
data/wikiart/images/0005170.jpeg,388,600
data/deviantart/images/0003255.jpeg,1024,1316
data/wikiart/images/0034569.jpeg,679,600
data/wikiart/images/0052964.jpeg,750,534
data/wikiart/images/0006138.jpeg,750,453
data/wikiart/images/0023927.jpeg,381,450
data/wikiart/images/0060983.jpeg,750,314
data/deviantart/images/0002758.jpeg,1280,858
data/wikiart/images/0009289.jpeg,452,600
data/wikiart/images/0045370.jpeg,750,585
data/wikiart/images/0033812.jpeg,750,505
data/wikiart/images/0034806.jpeg,480,600
data/wikiart/images/0005554.jpeg,373,600
data/wikiart/images/0009840.jpeg,750,586
data/wikiart/images/0001479.jpeg,500,335
data/wikiart/images/0038692.jpeg,750,542
data/wikiart/images/0037957.jpeg,446,600
data/wikiart/images/0040367.jpeg,442,600
data/wikiart/images/0021040.jpeg,510,590
data/wikiart/images/0017898.jpeg,410,600
data/wikiart/images/0042694.jpeg,420,600
data/wikiart/images/0059294.jpeg,378,600
data/wikiart/images/0064450.jpeg,447,600
data/wikiart/images/0058799.jpeg,199,600
data/wikiart/images/0051759.jpeg,724,600
data/wikiart/images/0049006.jpeg,750,500
data/wikiart/images/0004060.jpeg,373,600
data/deviantart/images/0000926.png,400,558
data/wikiart/images/0058057.jpeg,459,600
data/wikiart/images/0037478.jpeg,415,600
data/wikiart/images/0013281.jpeg,448,600
data/wikiart/images/0002485.jpeg,531,600
data/wikiart/images/0023831.jpeg,368,450
data/wikiart/images/0056362.jpeg,750,368
data/wikiart/images/0001656.jpeg,500,409
data/wikiart/images/0008637.jpeg,509,600
data/deviantart/images/0014829.jpeg,1024,732
data/wikiart/images/0002931.jpeg,430,600
data/wikiart/images/0016033.jpeg,640,377
data/wikiart/images/0033301.jpeg,750,562
data/wikiart/images/0024928.jpeg,243,600
data/wikiart/images/0012483.jpeg,750,589
data/wikiart/images/0036380.jpeg,487,600
data/deviantart/images/0012698.png,550,778
data/wikiart/images/0036793.jpeg,746,600
data/deviantart/images/0010300.png,1024,889
data/deviantart/images/0008028.jpeg,7738,8301
data/wikiart/images/0031035.jpeg,486,600
data/deviantart/images/0013971.jpeg,800,1014
data/deviantart/images/0006469.jpeg,1600,800
data/wikiart/images/0054329.jpeg,706,558
data/wikiart/images/0055696.jpeg,744,600
data/wikiart/images/0035015.jpeg,750,537
data/wikiart/images/0033383.jpeg,393,600
data/wikiart/images/0056301.jpeg,750,511
data/wikiart/images/0026155.jpeg,750,502
data/wikiart/images/0007394.jpeg,750,466
data/wikiart/images/0042223.jpeg,505,600
data/wikiart/images/0052747.jpeg,750,509
data/deviantart/images/0002810.jpeg,1920,1222
data/wikiart/images/0058591.jpeg,205,600
data/wikiart/images/0024767.jpeg,326,600
data/deviantart/images/0001125.jpeg,900,485
data/wikiart/images/0055780.jpeg,750,512
data/deviantart/images/0012614.jpeg,1280,1674
data/wikiart/images/0057654.jpeg,477,600
data/deviantart/images/0011520.png,512,800
data/wikiart/images/0038868.jpeg,337,600
data/wikiart/images/0044190.jpeg,377,600
data/wikiart/images/0046501.jpeg,478,600
data/wikiart/images/0063937.jpeg,404,600
data/wikiart/images/0054045.jpeg,750,540
data/wikiart/images/0004209.jpeg,444,600
data/deviantart/images/0007261.png,1003,1280
data/wikiart/images/0015543.jpeg,548,600
data/wikiart/images/0040616.jpeg,748,600
data/deviantart/images/0005879.png,930,1550
data/deviantart/images/0004284.png,1024,1600
data/wikiart/images/0033828.jpeg,360,600
data/wikiart/images/0014235.jpeg,750,462
data/wikiart/images/0038632.jpeg,750,549
data/wikiart/images/0029093.jpeg,738,600
data/wikiart/images/0020149.jpeg,645,600
data/wikiart/images/0036509.jpeg,462,600
data/deviantart/images/0004867.png,661,600
data/wikiart/images/0052246.jpeg,465,600
data/deviantart/images/0007097.jpeg,975,1300
data/wikiart/images/0060185.jpeg,461,600
data/wikiart/images/0025684.jpeg,420,600
data/wikiart/images/0030188.jpeg,423,600
data/wikiart/images/0046927.jpeg,750,583
data/wikiart/images/0007965.jpeg,388,600
data/deviantart/images/0012787.jpeg,1024,1536
data/wikiart/images/0030857.jpeg,717,600
data/deviantart/images/0010424.png,1024,1198
data/wikiart/images/0007315.jpeg,336,600
data/wikiart/images/0043949.jpeg,582,600
data/wikiart/images/0041754.jpeg,750,498
data/wikiart/images/0026129.jpeg,750,394
data/deviantart/images/0011063.png,600,600
data/wikiart/images/0029409.jpeg,478,600
data/deviantart/images/0005758.jpeg,1024,899
data/wikiart/images/0008578.jpeg,750,574
data/deviantart/images/0002017.png,1024,678
data/deviantart/images/0010028.png,1024,1571
data/wikiart/images/0019832.jpeg,600,460
data/wikiart/images/0005221.jpeg,415,600
data/deviantart/images/0011341.jpeg,1000,1000
data/wikiart/images/0029252.jpeg,725,600
data/wikiart/images/0054311.jpeg,750,374
data/wikiart/images/0036810.jpeg,528,600
data/wikiart/images/0032162.jpeg,478,420
data/deviantart/images/0006184.jpeg,724,1024
data/wikiart/images/0016359.jpeg,499,300
data/wikiart/images/0041770.jpeg,398,600
data/wikiart/images/0035037.jpeg,742,600
data/deviantart/images/0008819.png,16,16
data/deviantart/images/0008161.jpeg,877,1240
data/deviantart/images/0008570.png,2880,1620
data/wikiart/images/0064161.jpeg,750,487
data/deviantart/images/0011932.jpeg,571,9727
data/wikiart/images/0035247.jpeg,468,600
data/wikiart/images/0054386.jpeg,273,600
data/wikiart/images/0060197.jpeg,686,600
data/wikiart/images/0052667.jpeg,750,562
data/wikiart/images/0000065.jpeg,536,600
data/wikiart/images/0004551.jpeg,750,544
data/wikiart/images/0055327.jpeg,739,600
data/wikiart/images/0016867.jpeg,486,600
data/wikiart/images/0025517.jpeg,704,600
data/wikiart/images/0014298.jpeg,738,600
data/wikiart/images/0024569.jpeg,482,600
data/deviantart/images/0010126.png,1024,1347
data/wikiart/images/0031298.jpeg,338,400
data/wikiart/images/0023123.jpeg,458,600
data/wikiart/images/0030870.jpeg,469,600
data/wikiart/images/0064481.jpeg,750,545
data/wikiart/images/0018749.jpeg,750,502
data/wikiart/images/0051328.jpeg,750,579
data/deviantart/images/0012420.jpeg,1024,701
data/wikiart/images/0062732.jpeg,750,559
data/wikiart/images/0063982.jpeg,350,390
data/deviantart/images/0006477.png,1000,1300
data/wikiart/images/0061782.jpeg,571,600
data/wikiart/images/0010950.jpeg,446,600
data/wikiart/images/0031300.jpeg,324,400
data/wikiart/images/0004840.jpeg,432,600
data/wikiart/images/0023372.jpeg,480,533
data/wikiart/images/0014885.jpeg,750,553
data/deviantart/images/0008111.png,512,1232
data/wikiart/images/0054203.jpeg,450,600
data/deviantart/images/0001715.png,1000,1150
data/wikiart/images/0022757.jpeg,750,517
data/wikiart/images/0037201.jpeg,462,600
data/wikiart/images/0000505.jpeg,512,341
data/wikiart/images/0026269.jpeg,750,549
data/wikiart/images/0063764.jpeg,750,528
data/wikiart/images/0050497.jpeg,750,542
data/wikiart/images/0065240.jpeg,295,600
data/wikiart/images/0019143.jpeg,486,600
data/wikiart/images/0026998.jpeg,439,600
data/wikiart/images/0003647.jpeg,750,589
data/wikiart/images/0058466.jpeg,496,425
data/wikiart/images/0020927.jpeg,451,600
data/wikiart/images/0014143.jpeg,400,382
data/wikiart/images/0036131.jpeg,505,600
data/wikiart/images/0056858.jpeg,750,534
data/wikiart/images/0043977.jpeg,466,600
data/wikiart/images/0030490.jpeg,398,600
data/wikiart/images/0026403.jpeg,464,551
data/wikiart/images/0019028.jpeg,421,600
data/deviantart/images/0009825.png,2497,2461
data/deviantart/images/0003457.png,10107,1907
data/wikiart/images/0026079.jpeg,640,416
data/deviantart/images/0008093.png,512,972
data/wikiart/images/0062370.jpeg,750,560
data/deviantart/images/0012307.png,900,1200
data/wikiart/images/0032003.jpeg,423,600
data/wikiart/images/0038111.jpeg,692,600
data/wikiart/images/0041000.jpeg,456,600
data/wikiart/images/0034338.jpeg,310,600
data/wikiart/images/0018357.jpeg,750,570
data/wikiart/images/0022688.jpeg,750,518
data/wikiart/images/0010232.jpeg,403,600
data/wikiart/images/0015005.jpeg,369,480
data/deviantart/images/0014547.png,299,50
data/deviantart/images/0001013.jpeg,1024,648
data/wikiart/images/0001468.jpeg,750,575
data/deviantart/images/0007615.jpeg,960,1200
data/wikiart/images/0051093.jpeg,493,600
data/deviantart/images/0005961.png,1819,1855
data/wikiart/images/0032790.jpeg,684,600
data/wikiart/images/0037043.jpeg,721,600
data/wikiart/images/0013114.jpeg,750,521
data/wikiart/images/0049111.jpeg,480,600
data/wikiart/images/0055224.jpeg,730,600
data/wikiart/images/0030033.jpeg,593,600
data/wikiart/images/0044936.jpeg,750,483
data/deviantart/images/0010027.png,1600,1600
data/wikiart/images/0028379.jpeg,750,556
data/wikiart/images/0064795.jpeg,733,598
data/wikiart/images/0034424.jpeg,712,372
data/deviantart/images/0007412.jpeg,1024,797
data/wikiart/images/0065065.jpeg,543,555
data/deviantart/images/0007162.jpeg,1600,1745
data/wikiart/images/0062535.jpeg,750,593
data/wikiart/images/0047283.jpeg,750,492
data/wikiart/images/0064149.jpeg,750,498
data/wikiart/images/0032661.jpeg,418,600
data/wikiart/images/0020254.jpeg,750,562
data/wikiart/images/0000765.jpeg,750,403
data/wikiart/images/0005165.jpeg,381,600
data/wikiart/images/0038730.jpeg,455,600
data/wikiart/images/0031945.jpeg,472,482
data/wikiart/images/0053071.jpeg,750,573
data/deviantart/images/0003521.jpeg,1024,576
data/wikiart/images/0017142.jpeg,336,600
data/wikiart/images/0042386.jpeg,485,600
data/wikiart/images/0021999.jpeg,750,594
data/wikiart/images/0023972.jpeg,450,346
data/wikiart/images/0039450.jpeg,727,600
data/wikiart/images/0019459.jpeg,750,330
data/wikiart/images/0044406.jpeg,438,600
data/wikiart/images/0050370.jpeg,452,600
data/deviantart/images/0006480.jpeg,1024,1145
data/wikiart/images/0029002.jpeg,750,529
data/deviantart/images/0003383.jpeg,1600,728
data/wikiart/images/0035139.jpeg,471,600
data/deviantart/images/0009956.png,2658,920
data/wikiart/images/0012867.jpeg,344,600
data/wikiart/images/0002101.jpeg,750,546
data/deviantart/images/0011983.jpeg,1280,954
data/wikiart/images/0045240.jpeg,600,600
data/wikiart/images/0051984.jpeg,478,600
data/wikiart/images/0065663.jpeg,638,600
data/wikiart/images/0033128.jpeg,482,600
data/wikiart/images/0026196.jpeg,750,428
data/deviantart/images/0014596.png,5760,3240
data/wikiart/images/0048657.jpeg,750,515
data/wikiart/images/0015817.jpeg,495,345
data/deviantart/images/0005439.png,600,600
data/wikiart/images/0063895.jpeg,401,600
data/wikiart/images/0018028.jpeg,483,600
data/deviantart/images/0014587.png,7792,6344
data/wikiart/images/0043821.jpeg,750,560
data/wikiart/images/0009145.jpeg,379,500
data/wikiart/images/0060230.jpeg,590,521
data/deviantart/images/0001223.jpeg,1600,1091
data/wikiart/images/0063981.jpeg,488,600
data/wikiart/images/0052840.jpeg,750,520
data/wikiart/images/0058560.jpeg,401,600
data/wikiart/images/0046847.jpeg,750,494
data/deviantart/images/0007114.jpeg,600,800
data/wikiart/images/0037872.jpeg,491,600
data/wikiart/images/0062457.jpeg,389,600
data/deviantart/images/0001426.jpeg,1280,932
data/wikiart/images/0065429.jpeg,438,600
data/wikiart/images/0049711.jpeg,493,600
data/deviantart/images/0013058.png,500,200
data/wikiart/images/0021157.jpeg,750,599
data/deviantart/images/0008677.jpeg,1920,1080
data/wikiart/images/0057942.jpeg,390,600
data/wikiart/images/0023514.jpeg,600,408
data/wikiart/images/0048547.jpeg,391,600
data/wikiart/images/0018462.jpeg,598,600
data/wikiart/images/0003191.jpeg,750,534
data/wikiart/images/0031479.jpeg,700,479
data/wikiart/images/0053257.jpeg,488,600
data/wikiart/images/0018151.jpeg,371,547
data/wikiart/images/0062220.jpeg,459,600
data/wikiart/images/0010347.jpeg,697,600
data/wikiart/images/0064601.jpeg,400,400
data/wikiart/images/0051748.jpeg,493,600
data/wikiart/images/0008689.jpeg,382,600
data/wikiart/images/0019947.jpeg,327,520
data/wikiart/images/0038102.jpeg,740,600
data/deviantart/images/0008979.png,600,600
data/deviantart/images/0013356.png,400,600
data/wikiart/images/0056049.jpeg,458,600
data/wikiart/images/0062263.jpeg,424,600
data/deviantart/images/0012181.png,1000,1500
data/wikiart/images/0052809.jpeg,459,600
data/wikiart/images/0018934.jpeg,487,600
data/wikiart/images/0030449.jpeg,448,600
data/wikiart/images/0006624.jpeg,249,600
data/wikiart/images/0060242.jpeg,681,600
data/deviantart/images/0012103.jpeg,794,831
data/wikiart/images/0042328.jpeg,437,600
data/wikiart/images/0013987.jpeg,213,600
data/wikiart/images/0016521.jpeg,512,334
data/wikiart/images/0050158.jpeg,501,600
data/wikiart/images/0045577.jpeg,487,600
data/wikiart/images/0041916.jpeg,412,600
data/wikiart/images/0052891.jpeg,750,458
data/wikiart/images/0003888.jpeg,750,595
data/wikiart/images/0042779.jpeg,533,407
data/deviantart/images/0010136.png,1024,1365
data/wikiart/images/0045710.jpeg,750,523
data/wikiart/images/0031877.jpeg,403,500
data/wikiart/images/0058418.jpeg,570,600
data/wikiart/images/0054324.jpeg,750,548
data/deviantart/images/0012467.png,610,1000
data/wikiart/images/0022998.jpeg,405,600
data/deviantart/images/0010343.png,4000,5650
data/wikiart/images/0043404.jpeg,438,547
data/wikiart/images/0058641.jpeg,421,600
data/wikiart/images/0038152.jpeg,380,600
data/wikiart/images/0007157.jpeg,750,285
data/deviantart/images/0000808.png,1024,1245
data/wikiart/images/0007395.jpeg,750,592
data/deviantart/images/0011061.png,600,600
data/deviantart/images/0005874.jpeg,1024,1266
data/deviantart/images/0007920.png,1024,1242
data/wikiart/images/0007362.jpeg,463,600
data/wikiart/images/0023253.jpeg,427,417
data/deviantart/images/0000024.jpeg,864,1080
data/wikiart/images/0049791.jpeg,446,600
data/wikiart/images/0016675.jpeg,750,527
data/wikiart/images/0052601.jpeg,750,441
data/deviantart/images/0002417.png,808,700
data/wikiart/images/0010760.jpeg,449,600
data/deviantart/images/0008649.png,1920,1017
data/wikiart/images/0007445.jpeg,703,600
data/wikiart/images/0000885.jpeg,750,598
data/deviantart/images/0012443.png,1024,1148
data/wikiart/images/0015875.jpeg,512,412
data/wikiart/images/0021390.jpeg,451,600
data/deviantart/images/0003439.png,4749,1370
data/wikiart/images/0036882.jpeg,750,510
data/wikiart/images/0009525.jpeg,750,514
data/wikiart/images/0042719.jpeg,536,600
data/deviantart/images/0010688.jpeg,1024,693
data/wikiart/images/0021566.jpeg,750,485
data/wikiart/images/0057559.jpeg,461,600
data/deviantart/images/0001610.jpeg,1024,758
data/deviantart/images/0000912.png,400,558
data/wikiart/images/0004423.jpeg,304,600
data/wikiart/images/0011492.jpeg,745,600
data/wikiart/images/0026298.jpeg,447,600
data/wikiart/images/0019531.jpeg,479,600
data/wikiart/images/0041456.jpeg,750,481
data/wikiart/images/0012671.jpeg,275,600
data/wikiart/images/0063153.jpeg,449,600
data/wikiart/images/0042313.jpeg,404,600
data/wikiart/images/0028444.jpeg,705,600
data/wikiart/images/0062850.jpeg,457,600
data/deviantart/images/0005114.jpeg,1024,745
data/wikiart/images/0029267.jpeg,750,553
data/wikiart/images/0055509.jpeg,504,600
data/wikiart/images/0045735.jpeg,750,562
data/wikiart/images/0026388.jpeg,374,600
data/wikiart/images/0031678.jpeg,600,477
data/wikiart/images/0034766.jpeg,667,600
data/wikiart/images/0023520.jpeg,454,600
data/wikiart/images/0050551.jpeg,464,600
data/deviantart/images/0006956.png,99,55
data/wikiart/images/0015918.jpeg,750,456
data/wikiart/images/0012655.jpeg,750,554
data/wikiart/images/0056110.jpeg,657,600
data/deviantart/images/0008738.jpeg,636,900
data/wikiart/images/0001119.jpeg,750,562
data/wikiart/images/0008857.jpeg,693,600
data/wikiart/images/0045720.jpeg,750,562
data/wikiart/images/0042990.jpeg,512,600
data/deviantart/images/0010055.png,1024,2048
data/wikiart/images/0055127.jpeg,440,600
data/wikiart/images/0051240.jpeg,345,600
data/wikiart/images/0039142.jpeg,431,600
data/deviantart/images/0003342.jpeg,1024,518
data/wikiart/images/0055587.jpeg,370,600
data/deviantart/images/0001641.jpeg,1200,844
data/wikiart/images/0001580.jpeg,382,600
data/wikiart/images/0050464.jpeg,386,600
data/wikiart/images/0026330.jpeg,458,600
data/wikiart/images/0022607.jpeg,453,600
data/wikiart/images/0039498.jpeg,528,600
data/wikiart/images/0027605.jpeg,600,417
data/wikiart/images/0040593.jpeg,441,600
data/wikiart/images/0027524.jpeg,283,600
data/wikiart/images/0022500.jpeg,515,600
data/wikiart/images/0014632.jpeg,493,600
data/wikiart/images/0003214.jpeg,472,600
data/wikiart/images/0059995.jpeg,750,540
data/wikiart/images/0003431.jpeg,750,391
data/wikiart/images/0007298.jpeg,750,420
data/wikiart/images/0024990.jpeg,640,600
data/wikiart/images/0015613.jpeg,420,600
data/wikiart/images/0003063.jpeg,735,600
data/wikiart/images/0034852.jpeg,436,600
data/wikiart/images/0021093.jpeg,750,594
data/wikiart/images/0061340.jpeg,750,598
data/wikiart/images/0042196.jpeg,469,600
data/wikiart/images/0001094.jpeg,488,600
data/wikiart/images/0012563.jpeg,750,593
data/wikiart/images/0027097.jpeg,369,600
data/wikiart/images/0020316.jpeg,472,600
data/wikiart/images/0029750.jpeg,750,597
data/wikiart/images/0010447.jpeg,647,600
data/deviantart/images/0000946.png,400,526
data/wikiart/images/0000448.jpeg,635,480
data/wikiart/images/0028034.jpeg,750,543
data/wikiart/images/0034329.jpeg,315,600
data/wikiart/images/0030148.jpeg,374,450
data/wikiart/images/0032318.jpeg,461,600
data/wikiart/images/0024377.jpeg,748,600
data/deviantart/images/0014447.png,496,702
data/wikiart/images/0006284.jpeg,750,402
data/wikiart/images/0000004.jpeg,503,600
data/wikiart/images/0008718.jpeg,750,413
data/wikiart/images/0023238.jpeg,452,600
data/wikiart/images/0020189.jpeg,750,562
data/wikiart/images/0014832.jpeg,485,600
data/deviantart/images/0014026.png,1024,739
data/wikiart/images/0019076.jpeg,750,525
data/wikiart/images/0016971.jpeg,556,600
data/wikiart/images/0021569.jpeg,750,459
data/wikiart/images/0044732.jpeg,434,600
data/wikiart/images/0038352.jpeg,750,437
data/deviantart/images/0013467.jpeg,1682,1200
data/wikiart/images/0006054.jpeg,575,600
data/wikiart/images/0033176.jpeg,472,600
data/wikiart/images/0002533.jpeg,537,600
data/wikiart/images/0043028.jpeg,597,600
data/wikiart/images/0057979.jpeg,750,311
data/wikiart/images/0007160.jpeg,476,600
data/wikiart/images/0062653.jpeg,496,600
data/wikiart/images/0015138.jpeg,750,474
data/wikiart/images/0013574.jpeg,750,506
data/wikiart/images/0023968.jpeg,476,600
data/deviantart/images/0005782.jpeg,1200,1342
data/wikiart/images/0023175.jpeg,743,600
data/wikiart/images/0007925.jpeg,750,582
data/wikiart/images/0017354.jpeg,750,582
data/wikiart/images/0002493.jpeg,535,600
data/wikiart/images/0048508.jpeg,750,446
data/wikiart/images/0009413.jpeg,750,426
data/wikiart/images/0017595.jpeg,475,600
data/wikiart/images/0061499.jpeg,750,388
data/wikiart/images/0027756.jpeg,706,600
data/wikiart/images/0014491.jpeg,450,600
data/wikiart/images/0046798.jpeg,750,498
data/wikiart/images/0012766.jpeg,312,600
data/wikiart/images/0038450.jpeg,351,600
data/wikiart/images/0014181.jpeg,427,600
data/wikiart/images/0064192.jpeg,750,600
data/wikiart/images/0030067.jpeg,593,600
data/wikiart/images/0045210.jpeg,336,600
data/wikiart/images/0023083.jpeg,371,600
data/wikiart/images/0049422.jpeg,390,500
data/deviantart/images/0009567.png,10500,13735
data/deviantart/images/0011787.jpeg,1280,864
data/wikiart/images/0004523.jpeg,750,529
data/wikiart/images/0031928.jpeg,750,489
data/wikiart/images/0039096.jpeg,523,600
data/wikiart/images/0030011.jpeg,414,600
data/wikiart/images/0051141.jpeg,424,600
data/wikiart/images/0049116.jpeg,406,600
data/wikiart/images/0038742.jpeg,420,600
data/wikiart/images/0009640.jpeg,750,562
data/deviantart/images/0012001.jpeg,600,800
data/deviantart/images/0012826.jpeg,1600,1067
data/wikiart/images/0036154.jpeg,381,600
data/wikiart/images/0006689.jpeg,580,400
data/wikiart/images/0025435.jpeg,474,600
data/wikiart/images/0019560.jpeg,750,490
